Brand,Processor,RAM (GB),Screen Size (inch),Battery Life (hours),Weight (kg),Operating System,Storage_Type,Storage_Capacity,Resolution_Type,GPU_Model,Price_THB
Asus,AMD Ryzen 9,64.0,13.3,11.4,2.99,Windows,HDD,1.0,4K,RX 6800,194551.69999999998
Samsung,Intel i7,4.0,14.0,6.1,3.35,Windows,SSD,2.0,HD,RTX 2060,28911.399999999998
Asus,Intel i9,4.0,14.0,9.2,1.48,Windows,SSD,1.0,4K,RTX 2060,82869.85
Asus,AMD Ryzen 7,8.0,14.0,6.0,2.01,Windows,SSD,512.0,Full HD,,34130.6
Asus,AMD Ryzen 5,16.0,13.3,11.0,3.43,FreeDOS,SSD,256.0,2K,GTX 1650,48806.450000000004
MSI,AMD Ryzen 7,4.0,17.3,7.2,1.64,Windows,SSD,2.0,Full HD,GTX 1650,55436.5
Samsung,Intel i9,32.0,13.3,9.2,1.45,FreeDOS,SSD,256.0,Full HD,,66033.45
Apple,Intel i7,64.0,17.3,10.5,2.61,FreeDOS,SSD,512.0,2K,,144932.55000000002
Acer,AMD Ryzen 3,8.0,14.0,8.0,2.32,macOS,SSD,2.0,4K,RTX 2060,46935.35
Asus,Intel i7,64.0,15.6,6.7,1.24,Linux,SSD,2.0,4K,RTX 3060,190515.85
HP,AMD Ryzen 9,16.0,13.3,12.0,2.32,FreeDOS,SSD,256.0,4K,RTX 3060,115196.90000000001
HP,AMD Ryzen 7,64.0,16.0,11.4,2.7,Linux,SSD,1.0,4K,RX 6600,193029.55000000002
MSI,AMD Ryzen 5,4.0,13.3,7.8,1.58,FreeDOS,SSD,1.0,HD,RTX 3080,38773.35
Razer,Intel i9,32.0,13.3,7.4,1.97,macOS,SSD,2.0,HD,RX 6800,108807.65
HP,Intel i9,32.0,17.3,7.2,2.76,FreeDOS,SSD,256.0,2K,RX 6800,129950.8
Lenovo,AMD Ryzen 7,64.0,16.0,8.0,3.23,FreeDOS,HDD,1.0,4K,RTX 3080,156707.59999999998
Dell,Intel i9,32.0,,4.9,1.91,macOS,SSD,1.0,Full HD,RX 6600,88166.05
Asus,AMD Ryzen 9,64.0,14.0,4.2,1.31,Windows,HDD,1.0,HD,RTX 2060,92237.6
HP,AMD Ryzen 3,4.0,13.3,7.4,2.95,FreeDOS,SSD,1.0,4K,RX 6600,40510.75
Acer,Intel i5,8.0,14.0,6.5,2.98,Windows,SSD,512.0,HD,RTX 3060,33600.0
HP,Intel i9,32.0,14.0,9.5,3.22,FreeDOS,SSD,256.0,Full HD,GTX 1650,87823.75
Samsung,AMD Ryzen 7,8.0,17.3,5.0,1.41,FreeDOS,SSD,256.0,HD,RTX 3080,36767.85
Samsung,AMD Ryzen 5,64.0,13.3,8.7,1.3,Linux,SSD,256.0,Full HD,RX 6600,82485.2
Samsung,Intel i9,8.0,15.6,11.3,2.46,Linux,SSD,1.0,HD,,56174.65
Apple,AMD Ryzen 9,8.0,16.0,8.4,3.21,Windows,SSD,1.0,HD,,57667.75
Asus,AMD Ryzen 9,16.0,14.0,7.6,1.73,Linux,SSD,1.0,Full HD,,46825.8
Asus,Intel i9,64.0,16.0,11.3,2.59,FreeDOS,SSD,512.0,4K,RTX 3060,250693.80000000002
Acer,Intel i3,4.0,13.3,10.1,3.32,macOS,SSD,1.0,2K,RTX 3080,32771.9
Dell,Intel i9,64.0,16.0,8.9,3.03,Linux,SSD,1.0,2K,RX 6800,187776.05
Razer,AMD Ryzen 9,64.0,15.6,11.1,3.16,FreeDOS,SSD,1.0,4K,,231419.65
Samsung,AMD Ryzen 5,64.0,15.6,9.4,2.72,FreeDOS,SSD,256.0,4K,RTX 3060,148646.75
Apple,AMD Ryzen 3,4.0,15.6,7.8,3.46,Windows,SSD,1.0,2K,RTX 2060,52410.4
Dell,AMD Ryzen 7,8.0,16.0,5.5,2.08,FreeDOS,HDD,1.0,Full HD,RX 6600,44943.149999999994
MSI,AMD Ryzen 9,32.0,13.3,10.6,2.56,Linux,HDD,1.0,HD,RX 6600,84649.59999999999
Dell,AMD Ryzen 9,32.0,17.3,10.0,1.77,Linux,HDD,1.0,4K,RX 6800,144829.65
Microsoft,Intel i3,8.0,15.6,11.4,1.24,macOS,SSD,1.0,Other,RTX 2060,28697.199999999997
MSI,Intel i9,4.0,16.0,9.1,1.22,Windows,SSD,2.0,2K,GTX 1650,87759.34999999999
Asus,Intel i5,64.0,14.0,11.5,3.12,Linux,HDD,1.0,HD,,39212.6
Acer,Intel i7,32.0,17.3,10.8,2.48,FreeDOS,HDD,1.0,Full HD,,47779.9
Asus,Intel i5,16.0,14.0,4.6,1.33,macOS,SSD,2.0,Full HD,GTX 1650,47574.45
Razer,AMD Ryzen 9,64.0,13.3,7.5,1.82,Linux,SSD,2.0,2K,GTX 1650,237734.7
Samsung,Intel i9,64.0,13.3,6.0,2.77,Windows,SSD,1.0,4K,RTX 3060,231242.55000000002
Acer,AMD Ryzen 5,16.0,13.3,11.2,1.35,Linux,SSD,2.0,2K,RTX 2060,57631.7
Asus,Intel i7,32.0,17.3,8.3,2.4,Windows,SSD,256.0,2K,RTX 3080,100514.75
HP,Intel i5,64.0,13.3,8.1,1.78,FreeDOS,HDD,1.0,2K,RX 6800,89514.25
Lenovo,AMD Ryzen 5,64.0,17.3,10.9,3.44,Linux,HDD,1.0,Full HD,GTX 1650,81182.5
Samsung,AMD Ryzen 9,8.0,16.0,5.6,3.41,Windows,SSD,512.0,HD,,35828.45
Acer,AMD Ryzen 5,4.0,13.3,4.7,1.38,FreeDOS,HDD,1.0,Full HD,RX 6800,26779.899999999998
Microsoft,Intel i9,64.0,15.6,6.1,2.38,FreeDOS,SSD,512.0,2K,RX 6800,186477.55000000002
Asus,AMD Ryzen 5,32.0,14.0,4.5,1.22,Linux,HDD,1.0,HD,RX 6800,44211.3
Apple,Intel i9,32.0,14.0,9.7,2.45,Linux,SSD,2.0,2K,RX 6800,170591.75
Microsoft,AMD Ryzen 7,4.0,13.3,8.5,1.63,Windows,HDD,1.0,Full HD,RX 6600,34258.35
HP,Intel i9,4.0,13.3,10.3,2.19,Linux,SSD,2.0,4K,RTX 3060,89240.55
Acer,Intel i7,4.0,15.6,11.4,3.07,macOS,SSD,1.0,HD,RTX 2060,38273.9
Acer,Intel i9,,17.3,6.6,1.28,FreeDOS,SSD,512.0,Full HD,GTX 1650,148533.35
HP,Intel i3,32.0,14.0,11.2,3.16,Linux,HDD,1.0,4K,RTX 2060,67914.0
Microsoft,AMD Ryzen 5,32.0,14.0,8.8,1.48,Windows,SSD,1.0,4K,,94023.65
HP,Intel i3,4.0,16.0,7.0,2.67,Windows,SSD,1.0,4K,RTX 3080,51353.4
Asus,Intel i7,16.0,13.3,6.4,1.71,Windows,SSD,2.0,Full HD,RTX 3060,55636.7
MSI,Intel i5,8.0,14.0,9.2,1.7,Linux,SSD,1.0,4K,RTX 3080,78288.34999999999
HP,Intel i3,64.0,16.0,6.3,2.5,macOS,HDD,1.0,4K,RX 6800,103843.6
Samsung,Intel i5,8.0,16.0,9.7,1.23,FreeDOS,SSD,256.0,Full HD,RTX 3080,34544.65
Dell,Intel i9,64.0,17.3,8.7,2.54,Windows,SSD,2.0,4K,RX 6600,254328.55
Lenovo,AMD Ryzen 9,32.0,15.6,10.7,3.04,Linux,HDD,1.0,HD,RTX 3060,69050.8
Apple,AMD Ryzen 9,32.0,17.3,9.0,1.84,FreeDOS,SSD,512.0,HD,GTX 1650,127299.2
Apple,AMD Ryzen 9,64.0,13.3,11.8,1.46,FreeDOS,SSD,1.0,4K,RX 6800,341355.0
Apple,Intel i9,32.0,16.0,5.0,2.0,Windows,HDD,1.0,4K,RTX 3080,210485.80000000002
Razer,Intel i9,8.0,17.3,10.8,2.67,Windows,SSD,512.0,2K,RX 6800,107773.05
Samsung,AMD Ryzen 5,64.0,14.0,5.4,2.35,macOS,SSD,2.0,HD,RTX 3080,64629.25
Lenovo,Intel i3,4.0,14.0,11.9,3.26,FreeDOS,HDD,1.0,4K,RX 6800,38000.9
Acer,Intel i3,64.0,13.3,5.1,3.33,FreeDOS,SSD,1.0,2K,RTX 3060,81903.15000000001
Samsung,Intel i7,16.0,15.6,5.5,1.86,Windows,HDD,1.0,2K,RTX 2060,62023.5
Apple,Intel i7,64.0,15.6,4.7,3.09,FreeDOS,SSD,512.0,4K,RTX 2060,285920.6
Lenovo,Intel i3,32.0,16.0,9.6,2.08,macOS,SSD,512.0,4K,GTX 1650,82804.05
Lenovo,Intel i7,32.0,13.3,10.5,2.79,Windows,SSD,512.0,2K,RTX 3080,90322.05
HP,AMD Ryzen 9,64.0,16.0,11.5,1.39,macOS,HDD,1.0,Full HD,,87120.25
Acer,AMD Ryzen 5,8.0,14.0,4.2,2.41,macOS,HDD,1.0,4K,RX 6600,53211.2
Dell,Intel i7,32.0,15.6,10.7,1.22,macOS,SSD,256.0,2K,RX 6600,95643.09999999999
Samsung,AMD Ryzen 7,32.0,15.6,9.4,3.16,Windows,HDD,1.0,2K,RTX 2060,84567.0
Lenovo,Intel i7,4.0,14.0,6.3,2.27,FreeDOS,SSD,2.0,Full HD,RX 6600,44614.5
MSI,Intel i3,64.0,15.6,7.2,2.42,FreeDOS,SSD,1.0,4K,RTX 3060,160401.85
Asus,AMD Ryzen 3,16.0,16.0,10.7,2.36,Windows,SSD,512.0,2K,,30980.949999999997
Dell,AMD Ryzen 7,16.0,17.3,4.4,3.35,macOS,SSD,512.0,4K,,63583.100000000006
Samsung,Intel i3,8.0,14.0,5.3,2.14,macOS,SSD,2.0,4K,RTX 3080,48037.15
HP,AMD Ryzen 7,32.0,16.0,6.3,3.36,FreeDOS,SSD,2.0,HD,GTX 1650,69192.90000000001
Dell,AMD Ryzen 9,4.0,16.0,9.2,2.81,macOS,SSD,256.0,2K,RTX 3060,70229.59999999999
Lenovo,Intel i9,16.0,14.0,5.2,2.44,macOS,SSD,1.0,Full HD,RTX 2060,68775.7
Asus,Intel i9,8.0,17.3,6.6,1.25,FreeDOS,HDD,1.0,HD,RTX 3060,40012.35
Razer,AMD Ryzen 7,32.0,17.3,4.9,1.65,macOS,SSD,256.0,4K,RX 6800,176778.35
Razer,AMD Ryzen 7,4.0,15.6,5.2,2.15,Windows,SSD,256.0,HD,RTX 3060,56110.600000000006
MSI,Intel i9,32.0,16.0,6.1,1.61,FreeDOS,SSD,1.0,2K,RTX 2060,164446.1
Apple,Intel i9,64.0,14.0,5.2,3.49,macOS,SSD,512.0,2K,GTX 1650,259660.09999999998
Apple,Intel i3,32.0,14.0,8.5,1.36,Linux,SSD,256.0,Full HD,RX 6800,74992.4
Dell,Intel i3,4.0,16.0,10.1,1.34,Linux,SSD,512.0,4K,,33584.25
Lenovo,AMD Ryzen 9,8.0,17.3,5.9,1.44,macOS,SSD,1.0,HD,,31558.449999999997
Razer,Intel i7,16.0,13.3,10.5,1.86,Windows,HDD,1.0,4K,,67748.1
Apple,AMD Ryzen 9,4.0,13.3,6.8,2.05,Linux,HDD,1.0,Full HD,RTX 3060,60309.2
Lenovo,AMD Ryzen 3,16.0,14.0,8.4,1.78,Windows,SSD,256.0,2K,RTX 3080,48448.4
Microsoft,Intel i3,4.0,13.3,4.0,2.67,Windows,SSD,1.0,2K,RX 6600,36065.75
Dell,Intel i7,8.0,17.3,8.9,1.23,macOS,SSD,256.0,Full HD,RX 6600,49774.2
HP,AMD Ryzen 9,64.0,14.0,7.3,3.39,FreeDOS,HDD,1.0,HD,,67524.8
Samsung,Intel i9,8.0,16.0,11.3,2.47,FreeDOS,SSD,512.0,Full HD,,40753.65
Acer,Intel i7,64.0,16.0,8.4,2.76,Windows,SSD,512.0,Full HD,RTX 2060,112823.55
Apple,AMD Ryzen 9,16.0,13.3,4.0,2.1,Windows,SSD,512.0,HD,RX 6600,83076.35
Lenovo,AMD Ryzen 3,16.0,16.0,6.8,1.86,Linux,SSD,1.0,Full HD,RTX 2060,43494.85
Microsoft,Intel i7,32.0,15.6,6.8,2.46,FreeDOS,SSD,2.0,2K,RX 6600,97715.1
Asus,Intel i5,4.0,13.3,7.4,3.08,Windows,SSD,2.0,HD,RX 6800,26377.05
MSI,AMD Ryzen 3,32.0,15.6,4.1,2.67,Windows,HDD,1.0,4K,RX 6800,90918.45
Apple,AMD Ryzen 7,8.0,16.0,10.8,1.35,macOS,SSD,512.0,Full HD,GTX 1650,67867.09999999999
Acer,Intel i7,64.0,14.0,4.7,2.74,macOS,SSD,512.0,4K,RX 6800,169295.7
Lenovo,AMD Ryzen 5,,17.3,9.1,1.51,Windows,HDD,1.0,HD,RX 6800,25633.649999999998
Apple,AMD Ryzen 3,16.0,14.0,6.3,1.5,macOS,SSD,2.0,Full HD,,30597.0
Razer,AMD Ryzen 9,32.0,13.3,7.1,2.29,Windows,SSD,512.0,Full HD,RTX 3060,126080.15
Acer,Intel i9,16.0,15.6,8.3,1.77,Windows,SSD,2.0,2K,RX 6800,94721.90000000001
Apple,Intel i3,8.0,13.3,7.6,3.39,FreeDOS,SSD,512.0,4K,RTX 3060,77281.75
HP,AMD Ryzen 3,4.0,13.3,8.2,3.49,Linux,SSD,256.0,HD,GTX 1650,25931.149999999998
Microsoft,AMD Ryzen 7,16.0,13.3,5.4,2.8,Windows,SSD,1.0,Full HD,,33094.25
HP,Intel i3,8.0,13.3,5.6,3.23,macOS,HDD,1.0,Full HD,,14996.099999999999
HP,Intel i7,4.0,14.0,9.5,1.68,Linux,SSD,256.0,HD,RX 6800,36194.9
Dell,Intel i9,8.0,17.3,10.7,2.31,Windows,SSD,2.0,2K,RTX 3080,77446.95
Lenovo,Intel i9,16.0,15.6,9.5,2.42,macOS,SSD,512.0,Full HD,RTX 2060,74790.1
Dell,AMD Ryzen 9,4.0,16.0,11.9,3.41,macOS,SSD,2.0,2K,RTX 3080,73627.4
Apple,AMD Ryzen 5,32.0,15.6,11.8,2.53,Windows,HDD,1.0,Full HD,RX 6800,77984.2
Acer,AMD Ryzen 9,8.0,17.3,4.5,1.86,Windows,SSD,2.0,Full HD,,48329.049999999996
Dell,AMD Ryzen 3,64.0,15.6,9.1,2.68,macOS,SSD,512.0,Full HD,RTX 3060,76387.5
Dell,AMD Ryzen 7,4.0,14.0,8.2,2.72,FreeDOS,HDD,1.0,HD,RTX 3080,24673.600000000002
HP,Intel i5,16.0,13.3,6.1,2.03,Windows,HDD,1.0,2K,RTX 3060,39897.55
HP,AMD Ryzen 7,32.0,15.6,8.6,3.21,FreeDOS,SSD,1.0,4K,RX 6600,124353.25
Microsoft,AMD Ryzen 5,32.0,15.6,10.4,1.84,Linux,SSD,512.0,4K,,68241.95
Acer,AMD Ryzen 5,32.0,14.0,10.8,3.49,FreeDOS,HDD,1.0,4K,RTX 3080,81748.09999999999
Lenovo,AMD Ryzen 7,32.0,16.0,4.3,3.02,FreeDOS,SSD,512.0,Other,RX 6800,79798.25
Razer,AMD Ryzen 9,16.0,15.6,8.0,2.85,macOS,SSD,1.0,HD,,57574.65
MSI,Intel i7,4.0,14.0,6.5,2.01,Windows,SSD,256.0,2K,RX 6800,63225.4
Asus,Intel i7,16.0,13.3,10.6,3.44,Linux,SSD,1.0,4K,RTX 3060,88081.7
Asus,AMD Ryzen 5,4.0,17.3,10.3,2.97,macOS,HDD,1.0,2K,RTX 2060,37600.5
Apple,Intel i7,64.0,17.3,6.4,2.3,Linux,SSD,1.0,HD,RTX 3060,140371.69999999998
Microsoft,AMD Ryzen 7,8.0,15.6,4.6,2.63,Linux,SSD,512.0,2K,,44144.1
Lenovo,Intel i3,64.0,17.3,5.7,2.02,Windows,SSD,1.0,HD,RTX 3080,60310.600000000006
Apple,Intel i3,4.0,15.6,10.2,2.72,macOS,SSD,2.0,4K,RX 6600,69128.5
Dell,Intel i3,64.0,17.3,11.2,1.57,Windows,SSD,256.0,Full HD,RTX 3060,81312.35
Dell,Intel i3,4.0,16.0,12.0,3.43,FreeDOS,SSD,1.0,4K,RTX 3080,47647.6
MSI,Intel i3,16.0,16.0,11.2,1.42,Windows,SSD,2.0,HD,,31955.7
Lenovo,AMD Ryzen 7,32.0,15.6,4.4,1.43,Linux,SSD,256.0,2K,RTX 3080,98049.0
Asus,AMD Ryzen 9,8.0,17.3,4.8,1.61,macOS,HDD,1.0,4K,,59211.25
Apple,Intel i7,4.0,14.0,8.5,2.67,FreeDOS,HDD,1.0,Full HD,RTX 3060,46117.05
Lenovo,Intel i9,32.0,13.3,10.6,2.93,Windows,SSD,256.0,Other,RTX 2060,118731.55
Samsung,Intel i7,8.0,17.3,10.5,2.08,Windows,SSD,512.0,HD,RTX 3080,37472.75
Razer,AMD Ryzen 5,4.0,13.3,7.0,3.44,macOS,SSD,512.0,2K,,40782.35
MSI,AMD Ryzen 7,8.0,16.0,8.0,3.23,Linux,SSD,2.0,HD,RTX 3080,48301.049999999996
Dell,Intel i9,8.0,13.3,8.3,2.52,FreeDOS,HDD,1.0,Full HD,,38051.3
Samsung,Intel i5,8.0,17.3,6.2,1.39,Windows,HDD,1.0,2K,GTX 1650,44505.299999999996
Acer,AMD Ryzen 3,4.0,17.3,10.1,3.13,Linux,SSD,1.0,HD,RTX 3080,24455.55
Dell,AMD Ryzen 3,4.0,17.3,11.2,1.38,Windows,SSD,256.0,2K,,20044.850000000002
MSI,AMD Ryzen 3,4.0,13.3,10.2,3.49,FreeDOS,SSD,512.0,Full HD,RTX 3080,33755.4
Samsung,Intel i3,64.0,14.0,10.0,1.32,macOS,SSD,1.0,Other,RTX 2060,61715.85
Acer,Intel i3,64.0,17.3,10.7,1.59,Linux,SSD,2.0,2K,GTX 1650,95062.8
Apple,Intel i3,16.0,15.6,11.9,1.41,Linux,SSD,2.0,4K,RTX 3080,97870.15
Razer,Intel i3,64.0,15.6,4.6,2.6,macOS,SSD,256.0,Full HD,,70201.6
Asus,Intel i7,4.0,17.3,5.1,2.71,Linux,HDD,1.0,2K,,35935.9
Lenovo,AMD Ryzen 9,16.0,16.0,5.9,3.27,FreeDOS,SSD,1.0,HD,RTX 3060,61932.85
Apple,Intel i7,64.0,15.6,9.5,3.47,Windows,HDD,1.0,Full HD,RX 6800,144511.85
Acer,Intel i5,4.0,16.0,7.8,2.72,Windows,SSD,512.0,4K,RTX 3060,53842.95
HP,AMD Ryzen 9,32.0,13.3,10.7,1.67,macOS,SSD,2.0,Full HD,RX 6800,88504.5
Dell,AMD Ryzen 7,64.0,16.0,9.4,2.32,macOS,SSD,256.0,Full HD,GTX 1650,118564.59999999999
HP,Intel i7,8.0,13.3,11.7,2.27,FreeDOS,SSD,2.0,2K,RTX 3060,50676.850000000006
Samsung,Intel i9,4.0,15.6,9.7,2.17,Linux,SSD,1.0,4K,RTX 2060,92047.90000000001
Dell,Intel i9,16.0,15.6,6.9,2.04,macOS,SSD,2.0,Full HD,RTX 2060,76011.6
Asus,AMD Ryzen 9,4.0,13.3,7.9,2.89,Windows,SSD,512.0,HD,,26842.9
Microsoft,Intel i3,8.0,17.3,11.4,2.79,Linux,SSD,512.0,Full HD,RX 6800,32959.15
Microsoft,AMD Ryzen 3,64.0,15.6,11.9,1.65,macOS,SSD,2.0,2K,RTX 3080,93646.0
Dell,AMD Ryzen 9,4.0,13.3,5.9,2.81,Windows,HDD,1.0,2K,GTX 1650,59975.649999999994
MSI,Intel i5,8.0,16.0,6.6,3.29,FreeDOS,HDD,1.0,Full HD,GTX 1650,37938.6
Samsung,Intel i9,4.0,16.0,10.5,1.81,Linux,SSD,1.0,Full HD,RTX 3080,59945.55
Razer,Intel i9,16.0,16.0,6.9,2.84,macOS,SSD,256.0,Full HD,RTX 3080,111777.4
Lenovo,Intel i3,64.0,16.0,8.3,2.94,macOS,SSD,2.0,HD,GTX 1650,65975.0
Microsoft,AMD Ryzen 5,64.0,16.0,9.1,3.41,Linux,SSD,256.0,Full HD,RTX 3060,91646.8
Razer,AMD Ryzen 9,32.0,15.6,6.7,2.32,Windows,SSD,2.0,2K,RTX 3080,178068.80000000002
MSI,Intel i5,32.0,16.0,6.2,2.3,Windows,SSD,512.0,HD,RTX 3060,70669.55
Asus,AMD Ryzen 7,8.0,15.6,10.2,2.35,macOS,HDD,1.0,4K,GTX 1650,61726.35
Razer,AMD Ryzen 3,32.0,15.6,7.5,2.14,Linux,SSD,1.0,2K,RX 6800,90439.3
Microsoft,AMD Ryzen 9,8.0,14.0,11.1,2.13,FreeDOS,SSD,2.0,Full HD,RTX 2060,55591.899999999994
Dell,AMD Ryzen 5,16.0,14.0,10.6,2.48,macOS,SSD,512.0,HD,GTX 1650,34101.55
Samsung,Intel i5,4.0,15.6,8.0,1.39,Linux,SSD,512.0,2K,RTX 3080,42213.85
Asus,AMD Ryzen 7,16.0,17.3,9.1,2.72,Linux,HDD,1.0,4K,RTX 3080,76960.1
Apple,Intel i3,4.0,17.3,10.4,1.25,Windows,SSD,256.0,4K,RTX 3080,69624.1
MSI,AMD Ryzen 7,32.0,14.0,11.2,2.47,Windows,SSD,256.0,4K,RTX 2060,150007.2
Samsung,AMD Ryzen 3,8.0,15.6,8.5,1.46,Windows,HDD,1.0,4K,RTX 3080,42332.85
Acer,AMD Ryzen 5,32.0,17.3,8.3,2.88,macOS,SSD,256.0,Full HD,GTX 1650,57111.25
MSI,Intel i5,64.0,15.6,10.3,3.39,Windows,SSD,2.0,Full HD,,78077.65
Acer,Intel i9,32.0,14.0,7.1,3.32,FreeDOS,HDD,1.0,HD,GTX 1650,64759.799999999996
Apple,AMD Ryzen 3,4.0,17.3,6.5,2.18,FreeDOS,HDD,1.0,Full HD,RTX 3060,39909.1
Lenovo,AMD Ryzen 3,16.0,15.6,6.1,3.17,Windows,SSD,2.0,HD,RTX 2060,32488.4
Dell,Intel i3,8.0,13.3,4.3,1.36,FreeDOS,SSD,512.0,4K,,34582.8
MSI,AMD Ryzen 9,4.0,14.0,6.3,3.42,Linux,SSD,256.0,HD,RTX 2060,57425.200000000004
Microsoft,AMD Ryzen 7,4.0,13.3,9.8,1.99,macOS,SSD,2.0,Full HD,RTX 3080,43192.1
Dell,Intel i3,64.0,14.0,5.9,1.6,Linux,HDD,1.0,HD,RX 6800,49214.55
Razer,AMD Ryzen 5,32.0,17.3,6.2,2.82,Linux,SSD,256.0,HD,GTX 1650,76195.7
Razer,Intel i7,4.0,16.0,10.8,3.48,Windows,SSD,2.0,Full HD,RTX 3060,55636.35
Acer,Intel i9,4.0,16.0,6.8,1.35,Windows,SSD,512.0,HD,RTX 3080,51846.549999999996
Apple,Intel i7,32.0,15.6,7.0,3.5,Windows,SSD,256.0,2K,RX 6600,143453.45
Dell,AMD Ryzen 7,32.0,15.6,8.6,3.21,macOS,HDD,1.0,HD,RX 6800,50303.75
MSI,Intel i3,16.0,13.3,11.2,2.13,Windows,SSD,256.0,2K,GTX 1650,55363.0
Acer,AMD Ryzen 7,64.0,13.3,7.5,1.54,Linux,SSD,512.0,Full HD,GTX 1650,104127.45000000001
Razer,AMD Ryzen 9,8.0,13.3,10.6,1.35,Linux,SSD,1.0,4K,RX 6800,134367.45
MSI,AMD Ryzen 7,16.0,15.6,11.5,2.07,Linux,HDD,1.0,2K,RTX 3080,74432.4
Acer,Intel i5,64.0,15.6,10.9,1.79,Linux,HDD,1.0,Full HD,RTX 2060,74312.7
Dell,,64.0,14.0,6.3,2.16,Linux,SSD,512.0,Full HD,RX 6600,78939.34999999999
Razer,Intel i9,16.0,13.3,4.8,2.6,Linux,HDD,1.0,HD,,48792.799999999996
Apple,Intel i3,8.0,15.6,7.6,3.18,macOS,SSD,512.0,4K,GTX 1650,77441.35
Lenovo,Intel i7,4.0,14.0,10.7,3.19,FreeDOS,HDD,1.0,4K,RTX 3060,52734.15
Samsung,AMD Ryzen 3,32.0,13.3,4.9,2.76,macOS,SSD,512.0,HD,RX 6800,36461.6
Asus,AMD Ryzen 3,4.0,16.0,4.4,1.72,Windows,SSD,256.0,Full HD,,23937.55
Dell,AMD Ryzen 5,4.0,16.0,7.5,2.87,FreeDOS,SSD,2.0,2K,RTX 3060,47128.549999999996
Microsoft,AMD Ryzen 3,16.0,17.3,6.6,2.08,FreeDOS,SSD,256.0,4K,GTX 1650,59279.85
Samsung,Intel i9,32.0,13.3,5.0,1.59,Windows,SSD,256.0,HD,RTX 3060,72951.20000000001
MSI,Intel i5,8.0,17.3,,2.19,FreeDOS,SSD,512.0,4K,GTX 1650,84624.40000000001
MSI,Intel i3,16.0,17.3,8.2,1.22,Windows,SSD,256.0,2K,RTX 2060,62721.75
Razer,Intel i7,4.0,15.6,11.2,2.96,FreeDOS,SSD,1.0,HD,GTX 1650,50566.25
MSI,AMD Ryzen 5,32.0,14.0,4.2,2.34,macOS,SSD,512.0,4K,RX 6600,117743.5
Apple,Intel i7,16.0,16.0,9.0,1.7,macOS,SSD,256.0,4K,RX 6600,137274.19999999998
Acer,Intel i5,64.0,17.3,10.0,3.16,Linux,HDD,1.0,4K,RTX 3060,129869.59999999999
Samsung,Intel i3,16.0,13.3,8.7,3.37,macOS,HDD,1.0,HD,RX 6600,29334.2
Razer,Intel i7,16.0,13.3,10.9,2.24,macOS,SSD,1.0,2K,,61441.8
Asus,Intel i7,8.0,16.0,5.1,1.48,Windows,SSD,512.0,4K,RTX 3080,84439.59999999999
Dell,AMD Ryzen 3,16.0,15.6,9.7,1.64,Linux,HDD,1.0,Full HD,RTX 2060,30217.95
Asus,Intel i3,8.0,16.0,8.6,2.56,Linux,SSD,2.0,2K,RX 6800,39911.549999999996
Dell,Intel i5,4.0,14.0,8.8,2.42,Windows,HDD,1.0,HD,RX 6600,23606.8
HP,AMD Ryzen 7,4.0,16.0,8.9,2.51,Windows,SSD,2.0,Full HD,GTX 1650,46295.200000000004
MSI,Intel i3,8.0,17.3,6.2,2.16,Linux,SSD,2.0,4K,RTX 3060,67383.05
MSI,AMD Ryzen 7,64.0,16.0,10.1,1.23,Windows,SSD,2.0,Full HD,,98049.34999999999
HP,AMD Ryzen 9,16.0,14.0,11.1,2.27,Linux,HDD,1.0,HD,RTX 2060,48592.6
Acer,Intel i5,8.0,16.0,9.6,3.03,Windows,SSD,2.0,4K,RTX 3080,66600.8
Samsung,AMD Ryzen 5,4.0,14.0,6.7,3.35,Windows,SSD,2.0,Full HD,GTX 1650,34652.1
Acer,AMD Ryzen 9,4.0,16.0,7.2,2.92,Windows,SSD,256.0,4K,RX 6800,91072.45000000001
Microsoft,AMD Ryzen 7,16.0,16.0,8.8,1.94,Windows,HDD,1.0,4K,RTX 3080,80500.7
Microsoft,AMD Ryzen 9,64.0,17.3,7.0,3.16,Windows,SSD,2.0,HD,RTX 3060,131380.19999999998
Apple,Intel i3,32.0,14.0,7.2,1.89,FreeDOS,SSD,512.0,HD,RX 6800,62061.65
Samsung,Intel i5,64.0,13.3,11.0,2.15,Windows,SSD,256.0,4K,,87707.54999999999
Apple,Intel i3,64.0,17.3,10.8,1.37,FreeDOS,SSD,512.0,2K,RTX 3080,141264.19999999998
Dell,Intel i9,16.0,16.0,8.1,1.43,macOS,HDD,1.0,HD,RX 6800,49703.85
Acer,Intel i9,8.0,17.3,11.3,2.98,FreeDOS,HDD,1.0,4K,RTX 3080,84091.7
Asus,Intel i7,8.0,15.6,6.1,3.22,macOS,SSD,512.0,Full HD,,30796.85
Acer,AMD Ryzen 7,64.0,15.6,7.3,2.38,Windows,SSD,2.0,Full HD,RTX 3080,118067.95
Apple,Intel i3,16.0,17.3,11.9,1.52,,SSD,256.0,4K,GTX 1650,97561.1
Samsung,AMD Ryzen 9,16.0,17.3,11.3,1.34,macOS,SSD,1.0,2K,RX 6600,98552.3
Asus,AMD Ryzen 7,8.0,17.3,9.5,1.42,Windows,SSD,512.0,Full HD,GTX 1650,52788.75
Apple,AMD Ryzen 5,8.0,17.3,7.0,2.87,FreeDOS,SSD,256.0,HD,RX 6800,53619.65
